,fpath,size,date_created,date_modified
110,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20180112_030156.jpg,1949473.0,Wed Jan 17 15:42:08 2018,Thu Jan 11 22:31:56 2018
111,F:\s4_06_26_2017_to_02_06_2018\1_17_2018\P_20180112_030208.jpg,1897597.0,Wed Jan 17 15:41:58 2018,Thu Jan 11 22:32:08 2018
112,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\P_20180120_164854.jpg,1448644.0,Wed Jan 24 16:39:50 2018,Sat Jan 20 12:18:54 2018
113,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\P_20180120_165242.jpg,1418187.0,Wed Jan 24 16:39:50 2018,Sat Jan 20 12:22:42 2018
114,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\P_20180120_165522.jpg,1571306.0,Wed Jan 24 16:39:51 2018,Sat Jan 20 12:25:22 2018
115,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\P_20180120_171128.jpg,1286506.0,Wed Jan 24 16:39:51 2018,Sat Jan 20 12:41:28 2018
116,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\P_20180120_172126.jpg,1011936.0,Wed Jan 24 16:39:51 2018,Sat Jan 20 12:51:26 2018
117,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\P_20180120_172934.jpg,1101292.0,Wed Jan 24 16:39:51 2018,Sat Jan 20 12:59:34 2018
118,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\P_20180120_173005.jpg,930179.0,Wed Jan 24 16:39:51 2018,Sat Jan 20 13:00:05 2018
119,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\P_20180120_173007.jpg,886238.0,Wed Jan 24 16:39:51 2018,Sat Jan 20 13:00:07 2018
120,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\P_20180120_173231.jpg,1600483.0,Wed Jan 24 16:39:52 2018,Sat Jan 20 13:02:31 2018
121,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\P_20180120_173233.jpg,1460391.0,Wed Jan 24 16:39:52 2018,Sat Jan 20 13:02:33 2018
122,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\P_20180120_223911.jpg,1805695.0,Wed Jan 24 16:39:52 2018,Sat Jan 20 18:09:11 2018
123,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\P_20180123_002538.jpg,1244823.0,Wed Jan 24 16:39:52 2018,Mon Jan 22 19:55:39 2018
124,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\P_20180123_002633.jpg,1663023.0,Wed Jan 24 16:39:52 2018,Mon Jan 22 19:56:33 2018
125,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\P_20180123_002706.jpg,1464481.0,Wed Jan 24 16:39:53 2018,Mon Jan 22 19:57:06 2018
126,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\P_20180123_081302.jpg,1497084.0,Wed Jan 24 16:39:53 2018,Tue Jan 23 03:43:02 2018
127,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\P_20180123_090602.jpg,1431672.0,Wed Jan 24 16:39:53 2018,Tue Jan 23 04:36:02 2018
128,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\P_20180123_101020.jpg,1718109.0,Wed Jan 24 16:39:53 2018,Tue Jan 23 05:40:20 2018
129,F:\s4_06_26_2017_to_02_06_2018\1_24_2018\P_20180123_104443.jpg,1597841.0,Wed Jan 24 16:39:53 2018,Tue Jan 23 06:14:43 2018
